round,seed,strategy,count,percentage
183,1024,exploitation,25805,0.33
184,1024,coop,42534,0.55
184,1024,defect,9138,0.12
184,1024,exploitation,26328,0.34
185,1024,coop,42258,0.54
185,1024,defect,9524,0.12
185,1024,exploitation,26218,0.34
186,1024,coop,42871,0.55
186,1024,defect,9236,0.12
186,1024,exploitation,25893,0.33
187,1024,coop,42510,0.55
187,1024,defect,9338,0.12
187,1024,exploitation,26152,0.34
188,1024,coop,42163,0.54
188,1024,defect,9653,0.12
188,1024,exploitation,26184,0.34
189,1024,coop,42454,0.54
189,1024,defect,9337,0.12
189,1024,exploitation,26209,0.34
190,1024,coop,44721,0.57
190,1024,defect,8082,0.1
190,1024,exploitation,25197,0.32
191,1024,coop,42576,0.55
191,1024,defect,9448,0.12
191,1024,exploitation,25976,0.33
192,1024,coop,41773,0.54
192,1024,defect,9753,0.13
192,1024,exploitation,26474,0.34
193,1024,coop,41346,0.53
193,1024,defect,10117,0.13
193,1024,exploitation,26537,0.34
194,1024,coop,41116,0.53
194,1024,defect,10321,0.13
194,1024,exploitation,26563,0.34
195,1024,coop,42846,0.55
195,1024,defect,8855,0.11
195,1024,exploitation,26299,0.34
196,1024,coop,42731,0.55
196,1024,defect,8841,0.11
196,1024,exploitation,26428,0.34
197,1024,coop,42900,0.55
197,1024,defect,8761,0.11
197,1024,exploitation,26339,0.34
198,1024,coop,42919,0.55
198,1024,defect,8858,0.11
198,1024,exploitation,26223,0.34
199,1024,coop,43824,0.56
199,1024,defect,8276,0.11
199,1024,exploitation,25900,0.33
200,1024,coop,44578,0.57
200,1024,defect,7940,0.1
200,1024,exploitation,25482,0.33
201,1024,coop,43804,0.56
201,1024,defect,8252,0.11
201,1024,exploitation,25944,0.33
202,1024,coop,44086,0.57
202,1024,defect,8206,0.11
202,1024,exploitation,25708,0.33
203,1024,coop,44213,0.57
203,1024,defect,8098,0.1
203,1024,exploitation,25689,0.33
204,1024,coop,44290,0.57
204,1024,defect,8148,0.1
204,1024,exploitation,25562,0.33
205,1024,coop,46636,0.6
205,1024,defect,6626,0.08
205,1024,exploitation,24738,0.32
206,1024,coop,45953,0.59
206,1024,defect,6895,0.09
206,1024,exploitation,25152,0.32
207,1024,coop,46155,0.59
207,1024,defect,6922,0.09
207,1024,exploitation,24923,0.32
208,1024,coop,45716,0.59
208,1024,defect,7058,0.09
208,1024,exploitation,25226,0.32
209,1024,coop,43709,0.56
209,1024,defect,8451,0.11
209,1024,exploitation,25840,0.33
210,1024,coop,44372,0.57
210,1024,defect,8100,0.1
210,1024,exploitation,25528,0.33
211,1024,coop,44337,0.57
211,1024,defect,8313,0.11
211,1024,exploitation,25350,0.32
212,1024,coop,43608,0.56
212,1024,defect,8544,0.11
212,1024,exploitation,25848,0.33
213,1024,coop,43434,0.56
213,1024,defect,8678,0.11
213,1024,exploitation,25888,0.33
214,1024,coop,43686,0.56
214,1024,defect,8482,0.11
214,1024,exploitation,25832,0.33
215,1024,coop,42501,0.54
215,1024,defect,9147,0.12
215,1024,exploitation,26352,0.34
216,1024,coop,42476,0.54
216,1024,defect,9285,0.12
216,1024,exploitation,26239,0.34
217,1024,coop,42633,0.55
217,1024,defect,9071,0.12
217,1024,exploitation,26296,0.34
218,1024,coop,40278,0.52
218,1024,defect,10977,0.14
218,1024,exploitation,26745,0.34
219,1024,coop,40062,0.51
219,1024,defect,10984,0.14
219,1024,exploitation,26954,0.35
220,1024,coop,39974,0.51
220,1024,defect,10962,0.14
220,1024,exploitation,27064,0.35
221,1024,coop,40259,0.52
221,1024,defect,10814,0.14
221,1024,exploitation,26927,0.35
222,1024,coop,40178,0.52
222,1024,defect,10922,0.14
222,1024,exploitation,26900,0.34
223,1024,coop,40143,0.51
223,1024,defect,10626,0.14
223,1024,exploitation,27231,0.35
224,1024,coop,40167,0.51
224,1024,defect,10886,0.14
224,1024,exploitation,26947,0.35
225,1024,coop,40462,0.52
225,1024,defect,10915,0.14
225,1024,exploitation,26623,0.34
226,1024,coop,39694,0.51
226,1024,defect,10918,0.14
226,1024,exploitation,27388,0.35
227,1024,coop,40280,0.52
227,1024,defect,10751,0.14
227,1024,exploitation,26969,0.35
228,1024,coop,39838,0.51
228,1024,defect,11048,0.14
228,1024,exploitation,27114,0.35
229,1024,coop,40166,0.51
229,1024,defect,10839,0.14
229,1024,exploitation,26995,0.35
230,1024,coop,39007,0.5
230,1024,defect,11504,0.15
230,1024,exploitation,27489,0.35
231,1024,coop,39984,0.51
231,1024,defect,10775,0.14
231,1024,exploitation,27241,0.35
232,1024,coop,40333,0.52
232,1024,defect,10561,0.14
232,1024,exploitation,27106,0.35
233,1024,coop,39132,0.5
233,1024,defect,11770,0.15
233,1024,exploitation,27098,0.35
234,1024,coop,38970,0.5
234,1024,defect,11880,0.15
234,1024,exploitation,27150,0.35
235,1024,coop,38833,0.5
235,1024,defect,11911,0.15
235,1024,exploitation,27256,0.35
236,1024,coop,38802,0.5
236,1024,defect,12204,0.16
236,1024,exploitation,26994,0.35
237,1024,coop,38493,0.49
237,1024,defect,12265,0.16
237,1024,exploitation,27242,0.35
238,1024,coop,40732,0.52
238,1024,defect,10545,0.14
238,1024,exploitation,26723,0.34
239,1024,coop,40227,0.52
239,1024,defect,10675,0.14
239,1024,exploitation,27098,0.35
240,1024,coop,40774,0.52
240,1024,defect,10403,0.13
240,1024,exploitation,26823,0.34
241,1024,coop,41067,0.53
241,1024,defect,10181,0.13
241,1024,exploitation,26752,0.34
242,1024,coop,41171,0.53
242,1024,defect,10067,0.13
242,1024,exploitation,26762,0.34
243,1024,coop,41657,0.53
243,1024,defect,10020,0.13
243,1024,exploitation,26323,0.34
244,1024,coop,40843,0.52
244,1024,defect,10276,0.13
244,1024,exploitation,26881,0.34
