round,seed,strategy,count,percentage
254,1024,defect,18447,0.24
254,1024,exploitation,29923,0.38
255,1024,coop,27733,0.36
255,1024,defect,20327,0.26
255,1024,exploitation,29940,0.38
256,1024,coop,28988,0.37
256,1024,defect,19474,0.25
256,1024,exploitation,29538,0.38
257,1024,coop,29001,0.37
257,1024,defect,19769,0.25
257,1024,exploitation,29230,0.37
258,1024,coop,26871,0.34
258,1024,defect,21348,0.27
258,1024,exploitation,29781,0.38
259,1024,coop,27245,0.35
259,1024,defect,21115,0.27
259,1024,exploitation,29640,0.38
260,1024,coop,25725,0.33
260,1024,defect,22437,0.29
260,1024,exploitation,29838,0.38
261,1024,coop,25797,0.33
261,1024,defect,22315,0.29
261,1024,exploitation,29888,0.38
262,1024,coop,25439,0.33
262,1024,defect,22461,0.29
262,1024,exploitation,30100,0.39
263,1024,coop,25619,0.33
263,1024,defect,22266,0.29
263,1024,exploitation,30115,0.39
264,1024,coop,25797,0.33
264,1024,defect,22268,0.29
264,1024,exploitation,29935,0.38
265,1024,coop,25595,0.33
265,1024,defect,22390,0.29
265,1024,exploitation,30015,0.38
266,1024,coop,27688,0.35
266,1024,defect,20465,0.26
266,1024,exploitation,29847,0.38
267,1024,coop,27642,0.35
267,1024,defect,20432,0.26
267,1024,exploitation,29926,0.38
268,1024,coop,30024,0.38
268,1024,defect,18443,0.24
268,1024,exploitation,29533,0.38
269,1024,coop,28051,0.36
269,1024,defect,19798,0.25
269,1024,exploitation,30151,0.39
270,1024,coop,27982,0.36
270,1024,defect,19861,0.25
270,1024,exploitation,30157,0.39
271,1024,coop,27850,0.36
271,1024,defect,20148,0.26
271,1024,exploitation,30002,0.38
272,1024,coop,29503,0.38
272,1024,defect,18898,0.24
272,1024,exploitation,29599,0.38
273,1024,coop,31098,0.4
273,1024,defect,17889,0.23
273,1024,exploitation,29013,0.37
274,1024,coop,33313,0.43
274,1024,defect,15937,0.2
274,1024,exploitation,28750,0.37
275,1024,coop,31706,0.41
275,1024,defect,16804,0.22
275,1024,exploitation,29490,0.38
276,1024,coop,33556,0.43
276,1024,defect,15636,0.2
276,1024,exploitation,28808,0.37
277,1024,coop,33335,0.43
277,1024,defect,15691,0.2
277,1024,exploitation,28974,0.37
278,1024,coop,33278,0.43
278,1024,defect,15633,0.2
278,1024,exploitation,29089,0.37
279,1024,coop,31501,0.4
279,1024,defect,17328,0.22
279,1024,exploitation,29171,0.37
280,1024,coop,30925,0.4
280,1024,defect,17933,0.23
280,1024,exploitation,29142,0.37
281,1024,coop,28658,0.37
281,1024,defect,19783,0.25
281,1024,exploitation,29559,0.38
282,1024,coop,28338,0.36
282,1024,defect,20439,0.26
282,1024,exploitation,29223,0.37
283,1024,coop,29853,0.38
283,1024,defect,18986,0.24
283,1024,exploitation,29161,0.37
284,1024,coop,31753,0.41
284,1024,defect,17364,0.22
284,1024,exploitation,28883,0.37
285,1024,coop,30145,0.39
285,1024,defect,18942,0.24
285,1024,exploitation,28913,0.37
286,1024,coop,30322,0.39
286,1024,defect,18857,0.24
286,1024,exploitation,28821,0.37
287,1024,coop,30445,0.39
287,1024,defect,18161,0.23
287,1024,exploitation,29394,0.38
288,1024,coop,30412,0.39
288,1024,defect,18496,0.24
288,1024,exploitation,29092,0.37
289,1024,coop,29867,0.38
289,1024,defect,18802,0.24
289,1024,exploitation,29331,0.38
290,1024,coop,30779,0.39
290,1024,defect,18636,0.24
290,1024,exploitation,28585,0.37
291,1024,coop,32348,0.41
291,1024,defect,17250,0.22
291,1024,exploitation,28402,0.36
292,1024,coop,30782,0.39
292,1024,defect,18141,0.23
292,1024,exploitation,29077,0.37
293,1024,coop,32287,0.41
293,1024,defect,16925,0.22
293,1024,exploitation,28788,0.37
294,1024,coop,34050,0.44
294,1024,defect,15755,0.2
294,1024,exploitation,28195,0.36
295,1024,coop,33920,0.43
295,1024,defect,15574,0.2
295,1024,exploitation,28506,0.37
296,1024,coop,32478,0.42
296,1024,defect,17092,0.22
296,1024,exploitation,28430,0.36
